dia,mes,anio,Tmax,Tmin
26,8,1990,25.1,12.1
27,8,1990,17,
28,8,1990,11,-1.2
29,8,1990,16.3,1.6
30,8,1990,16.7,8.1
31,8,1990,9.1,
1,9,1990,12.2,-4.2
2,9,1990,14.7,3
3,9,1990,14.9,1.6
4,9,1990,15,7.3
5,9,1990,16.7,9.4
6,9,1990,15.5,12.2
7,9,1990,16.9,11.3
8,9,1990,20.3,11
9,9,1990,24.5,9.4
10,9,1990,22.1,15.4
11,9,1990,17.1,8.8
12,9,1990,12.7,4
13,9,1990,13,0.2
14,9,1990,16.3,5.5
15,9,1990,19.2,8.5
16,9,1990,19.8,8.4
17,9,1990,,3.5
18,9,1990,,9.6
19,9,1990,,5
20,9,1990,,11.8
21,9,1990,,12.8
22,9,1990,,5.6
23,9,1990,,2
24,9,1990,,1
25,9,1990,,5.3
26,9,1990,,5.3
27,9,1990,,11.1
28,9,1990,,10.6
29,9,1990,,8.6
30,9,1990,,14.4
1,10,1990,,15.2
2,10,1990,,8.9
3,10,1990,,14.2
4,10,1990,,16.2
5,10,1990,,13.8
6,10,1990,,11.8
7,10,1990,,14
8,10,1990,,11.2
9,10,1990,,12.2
10,10,1990,,14.6
11,10,1990,,13.6
12,10,1990,,6.8
13,10,1990,,9.6
14,10,1990,,8.5
15,10,1990,,4.3
16,10,1990,,7.1
17,10,1990,,11.1
18,10,1990,,12
19,10,1990,,13.1
20,10,1990,,12.8
21,10,1990,,11.6
22,10,1990,,14.4
23,10,1990,,11
24,10,1990,,5
25,10,1990,,10.3
26,10,1990,,16.4
27,10,1990,,18.8
28,10,1990,,15.8
29,10,1990,,16
30,10,1990,,14.8
31,10,1990,,15.1
1,11,1990,26.4,8.4
2,11,1990,29.5,14.7
3,11,1990,27.5,
4,11,1990,18.9,10.2
5,11,1990,21.5,5.2
6,11,1990,24.6,9.8
7,11,1990,19.9,10.4
8,11,1990,21.6,6.4
9,11,1990,26,11.3
10,11,1990,28,14.8
11,11,1990,23.6,7.8
12,11,1990,28.4,11.3
13,11,1990,24.2,20.3
14,11,1990,26.2,16.4
15,11,1990,27.4,19.4
16,11,1990,24.2,12
17,11,1990,27.7,15.3
18,11,1990,30.5,14.8
19,11,1990,32.2,21.2
20,11,1990,,20.1
21,11,1990,29.9,16.6
22,11,1990,30.7,14.5
23,11,1990,30.8,20.4
24,11,1990,30.5,18.1
25,11,1990,29.8,18
26,11,1990,28,15.7
27,11,1990,25.8,7.6
28,11,1990,29.5,14.4
29,11,1990,29.8,19.8
30,11,1990,25.6,12.7
1,12,1990,23.6,8.2
2,12,1990,24.2,
3,12,1990,25.5,7.8
4,12,1990,28.6,15.4
5,12,1990,30.8,18.5
6,12,1990,25.1,17.4
7,12,1990,25.7,13.3
8,12,1990,26.7,14.6
9,12,1990,23.6,16.2
10,12,1990,26.9,14.7
11,12,1990,25.8,13
12,12,1990,21.7,15.5
13,12,1990,22.7,13.8
14,12,1990,27.6,8.8
15,12,1990,29.9,17.3
16,12,1990,28.2,13.8
17,12,1990,25.2,20
18,12,1990,24,16.3
19,12,1990,26.5,13.3
20,12,1990,29.7,14.2
21,12,1990,28.6,19.4
22,12,1990,28.2,19
23,12,1990,27.2,17.5
24,12,1990,27.7,16.9
25,12,1990,28.2,16.9
26,12,1990,33.2,20.3
27,12,1990,27,17
28,12,1990,21.2,10
29,12,1990,23.3,9.6
30,12,1990,27.5,14.8
31,12,1990,32.8,18.3
1,1,1991,25.6,19.4
2,1,1991,30.5,18.3
3,1,1991,32.3,17.6
4,1,1991,32.3,17.3
5,1,1991,31.4,19.8
6,1,1991,28.9,19.6
7,1,1991,31.7,17.8
8,1,1991,34.5,19.8
9,1,1991,30.8,20.1
10,1,1991,30.7,19.4
11,1,1991,28.4,14.6
12,1,1991,27,13.4
13,1,1991,28.9,17.6
14,1,1991,32.4,15.4
15,1,1991,27.8,16
16,1,1991,23.7,11.5
17,1,1991,27.3,8.2
18,1,1991,29.3,16.8
19,1,1991,31.7,16.3
20,1,1991,29.2,19.4
21,1,1991,28.7,16.7
22,1,1991,29.7,13.3
23,1,1991,32.2,16
24,1,1991,29.9,19.5
25,1,1991,32.2,17.4
26,1,1991,28.8,18
27,1,1991,28.3,18.3
28,1,1991,29.9,15.7
29,1,1991,24.2,20.3
30,1,1991,23.9,15.4
31,1,1991,24.2,15.8
1,2,1991,28.5,12
2,2,1991,30.2,15
3,2,1991,33.2,16.8
4,2,1991,29,19.7
5,2,1991,27.6,16.6
6,2,1991,25.8,10.6
7,2,1991,30.7,15.1
8,2,1991,31.7,15.1
9,2,1991,28.2,19.4
10,2,1991,30.2,16.3
11,2,1991,26.3,14.8
12,2,1991,27.4,12.8
13,2,1991,21.8,15.2
14,2,1991,20.7,6.4
15,2,1991,23.7,7.6
16,2,1991,28.5,11.3
17,2,1991,25.8,15.5
18,2,1991,28.8,10.6
19,2,1991,23.8,16.8
20,2,1991,30.6,14.5
21,2,1991,29.8,20.6
22,2,1991,27.2,14.4
23,2,1991,25.4,9.6
24,2,1991,28.3,12.8
25,2,1991,32.6,14.7
26,2,1991,34.3,16.7
27,2,1991,30.4,20.6
28,2,1991,22,19.6
1,3,1991,25.1,16.4
2,3,1991,28.8,14.8
3,3,1991,31.2,16
4,3,1991,27.6,12.8
5,3,1991,28.4,14.6
6,3,1991,32,17.6
7,3,1991,30.8,16.3
8,3,1991,24.7,19
9,3,1991,27.7,18.5
10,3,1991,25.8,15.2
11,3,1991,26.6,13
12,3,1991,29.5,14.8
13,3,1991,28.8,18.4
14,3,1991,28.5,14
15,3,1991,28.3,13.2
16,3,1991,28.8,17.4
17,3,1991,28.5,15.2
18,3,1991,27.8,17.6
19,3,1991,30,14.3
20,3,1991,25.8,15.6
21,3,1991,28.4,13.8
22,3,1991,31.9,17.6
23,3,1991,33.4,22.5
24,3,1991,32.3,22
25,3,1991,26,13.3
26,3,1991,22.7,9.3
27,3,1991,21.2,7.6
28,3,1991,25.6,10.8
29,3,1991,28.2,15.2
30,3,1991,30.7,15.6
31,3,1991,23.4,13.2
1,4,1991,26.9,7.8
2,4,1991,26.2,14.2
3,4,1991,19.2,11
4,4,1991,21.9,4.9
5,4,1991,23.8,9.2
6,4,1991,24.7,10.8
7,4,1991,23.3,12.7
8,4,1991,22.7,12.5
9,4,1991,22.4,13
10,4,1991,28,13.3
11,4,1991,24.2,13.3
12,4,1991,20.7,15.9
13,4,1991,21.6,13.6
14,4,1991,22.5,15.3
15,4,1991,24.5,15
16,4,1991,22.2,11.6
17,4,1991,18.5,11.4
18,4,1991,15.4,4.7
19,4,1991,21.7,2.8
20,4,1991,23.2,8.6
21,4,1991,21.1,7.2
22,4,1991,24.4,10.6
23,4,1991,24,13.8
24,4,1991,21,9.8
25,4,1991,22.4,7
26,4,1991,23.9,7.4
27,4,1991,24,8.8
28,4,1991,24.3,12.2
29,4,1991,26.2,12.8
30,4,1991,23.8,16.4
1,5,1991,22.4,16.3
2,5,1991,22.9,11.6
3,5,1991,20.2,14.3
4,5,1991,16.2,7.8
5,5,1991,17.1,2
6,5,1991,19.2,3.2
7,5,1991,19.7,5.6
8,5,1991,21.6,7.4
9,5,1991,24.1,8.8
10,5,1991,23.3,9.2
11,5,1991,23,7.3
12,5,1991,20.6,12.2
13,5,1991,20.1,13.5
14,5,1991,21.9,13.8
15,5,1991,19.3,10.3
16,5,1991,21.2,7.1
17,5,1991,20.7,12
18,5,1991,23.6,11.7
19,5,1991,26.2,14
20,5,1991,21.6,13.2
21,5,1991,14.3,9.8
22,5,1991,18.2,2.1
23,5,1991,20.8,5.2
24,5,1991,18.8,8
25,5,1991,17.7,5.2
26,5,1991,18.7,11
27,5,1991,24,16.3
28,5,1991,25.1,18
29,5,1991,28.5,18.3
30,5,1991,19.4,10.4
31,5,1991,17.9,8.1
1,6,1991,16.4,11.9
2,6,1991,17.2,13.3
3,6,1991,18.5,10
4,6,1991,16.3,5.1
5,6,1991,14.1,4.9
6,6,1991,10,-1.6
7,6,1991,11.8,-3.8
8,6,1991,13.2,-1.7
9,6,1991,15.5,4.8
10,6,1991,17,2.8
11,6,1991,18.4,7.1
12,6,1991,12.3,6.4
13,6,1991,12.6,3.2
14,6,1991,16.9,8.6
15,6,1991,14.8,9.8
16,6,1991,13.3,10
17,6,1991,16.2,12.1
18,6,1991,15.6,13
19,6,1991,14,10
20,6,1991,13.1,4.3
21,6,1991,13.6,4.1
22,6,1991,13.6,2.8
23,6,1991,16.3,1.4
24,6,1991,16.1,6.4
25,6,1991,15.3,5.6
26,6,1991,17.1,8.3
27,6,1991,12.9,3
28,6,1991,11.2,1.1
29,6,1991,13.5,1.1
30,6,1991,14.7,-1.2
1,7,1991,20.7,5.9
2,7,1991,17.7,5.3
3,7,1991,10.5,3
4,7,1991,9.6,-2.2
5,7,1991,13.5,1.1
6,7,1991,15.3,4.7
7,7,1991,16.2,2.8
8,7,1991,16.4,3.8
9,7,1991,13.5,8.6
10,7,1991,11.7,5.3
11,7,1991,10.1,0.2
12,7,1991,6.7,-1.5
13,7,1991,8.8,-0.2
14,7,1991,11.2,-2.8
15,7,1991,12,-3.1
16,7,1991,13.7,0.3
17,7,1991,13.4,5.2
18,7,1991,13.3,8.8
19,7,1991,15.8,4.5
20,7,1991,14.6,6.3
21,7,1991,15.3,7.3
22,7,1991,12.3,0.8
23,7,1991,13.1,-3.4
24,7,1991,18.3,5.3
25,7,1991,17.7,3.9
26,7,1991,19,7.7
27,7,1991,26,11.8
28,7,1991,24,17
29,7,1991,17.7,10.7
30,7,1991,15.1,6.5
31,7,1991,16.2,5.4
1,8,1991,7.2,-2.5
2,8,1991,10.8,-4.2
3,8,1991,13.4,-2.2
4,8,1991,11.3,2.4
5,8,1991,15.9,0
6,8,1991,16.8,-1.4
7,8,1991,13.5,2.6
8,8,1991,16.2,2.6
9,8,1991,13.2,5.4
10,8,1991,10.5,6.1
11,8,1991,12.3,-0.1
12,8,1991,14.8,-0.3
13,8,1991,18.2,5.2
14,8,1991,25.2,8
15,8,1991,27.4,19.2
16,8,1991,28,19
17,8,1991,25,18
18,8,1991,22.4,7.9
19,8,1991,24.8,10.8
20,8,1991,22.9,11.9
21,8,1991,19.4,10.4
22,8,1991,24.2,13.9
23,8,1991,16.3,11.9
24,8,1991,15.9,10.3
25,8,1991,15.2,11.6
26,8,1991,16,10.8
27,8,1991,17.5,2.1
28,8,1991,21.5,5.5
29,8,1991,23.8,11.2
30,8,1991,18.3,10
31,8,1991,11.7,7.6
1,9,1991,16.8,5.3
2,9,1991,14.8,10.9
3,9,1991,17.4,12.2
4,9,1991,23.5,13.4
5,9,1991,28.7,17.1
6,9,1991,20.2,13.2
7,9,1991,18.8,9.6
8,9,1991,18,6.3
9,9,1991,19.7,10.1
10,9,1991,25.3,12
11,9,1991,27.3,14
12,9,1991,29.7,17.8
13,9,1991,24.8,16.5
14,9,1991,16.5,7
15,9,1991,13.8,6.8
16,9,1991,18.7,9
17,9,1991,16.8,10.6
18,9,1991,22.1,6.8
19,9,1991,17.3,3.9
20,9,1991,23.2,10.4
21,9,1991,19.9,11.8
22,9,1991,17.7,7.6
23,9,1991,17.4,1.1
24,9,1991,17.3,5.8
25,9,1991,19.9,7.4
26,9,1991,22.9,9.6
27,9,1991,21.5,12.6
28,9,1991,16.3,1.4
29,9,1991,19.6,4.1
30,9,1991,18.4,9.5
1,10,1991,17.3,3.9
2,10,1991,18.7,3.8
3,10,1991,15.4,7.4
4,10,1991,18.3,8.6
5,10,1991,13.4,8
6,10,1991,14.5,5.9
7,10,1991,17.3,-1.4
8,10,1991,19.6,4.6
9,10,1991,22.2,6.4
10,10,1991,26.4,11.2
11,10,1991,27.5,10.3
12,10,1991,31.2,18.2
13,10,1991,26.3,14.1
14,10,1991,19.2,13.8
15,10,1991,16.8,12.4
16,10,1991,16.7,12.4
17,10,1991,17.2,8.6
18,10,1991,25.7,10
19,10,1991,26.5,12.7
20,10,1991,22.9,8.1
21,10,1991,29.4,14.8
22,10,1991,21.7,14.6
23,10,1991,18.9,10
24,10,1991,18.8,6.8
25,10,1991,21.4,10.7
26,10,1991,22.4,11.5
27,10,1991,23.2,12.8
28,10,1991,22.2,12.4
29,10,1991,20.7,15.9
30,10,1991,20.7,14.8
31,10,1991,21.1,9.8
1,11,1991,22.4,15.3
2,11,1991,23.5,13
3,11,1991,23.4,13.6
4,11,1991,24.6,15.4
5,11,1991,25.7,16.7
6,11,1991,22.4,16.2
7,11,1991,19.9,13.2
8,11,1991,22,12.1
9,11,1991,26.2,9.4
10,11,1991,21.4,11.8
11,11,1991,17,7
12,11,1991,18.6,6.3
13,11,1991,21,8.1
14,11,1991,23,13
15,11,1991,24.5,14
16,11,1991,24.7,13.2
17,11,1991,25.6,14.6
18,11,1991,27.1,17.1
19,11,1991,22.5,9.2
20,11,1991,24.3,10.6
21,11,1991,31.3,13.6
22,11,1991,33.9,18.2
23,11,1991,31.2,15.8
24,11,1991,19.4,13.2
25,11,1991,22.7,8.3
26,11,1991,22.9,11.8
27,11,1991,28.3,13
28,11,1991,30,18.6
29,11,1991,28.8,18.2
30,11,1991,26.5,12.3
1,12,1991,29.4,16.2
2,12,1991,28.6,14.3
3,12,1991,26.2,16.5
4,12,1991,27.9,17.8
5,12,1991,30.3,17.8
6,12,1991,32.2,18.4
7,12,1991,22.8,11.7
8,12,1991,26.7,15.1
9,12,1991,24.7,18.8
10,12,1991,25.6,17.4
11,12,1991,26,16.3
12,12,1991,23.7,14.6
13,12,1991,29.2,11.8
14,12,1991,25,15.6
15,12,1991,28.3,17.2
16,12,1991,29.8,16.6
17,12,1991,26.6,14.8
18,12,1991,30.7,14
19,12,1991,29,18.6
20,12,1991,31.3,14
21,12,1991,30.7,19
22,12,1991,28.2,19.8
23,12,1991,31.9,17.1
24,12,1991,29.7,19.4
25,12,1991,24.8,16.2
26,12,1991,23.2,7.2
27,12,1991,26,10
28,12,1991,28.4,17
29,12,1991,29.7,18.9
30,12,1991,27.7,21
31,12,1991,28.5,20.2
1,1,1992,21.7,18.8
2,1,1992,22.8,14.8
3,1,1992,23.5,14.8
4,1,1992,29.3,12
5,1,1992,31.3,18.3
6,1,1992,25.7,21.2
7,1,1992,29.7,16.8
8,1,1992,29.3,20
9,1,1992,30.8,18.9
10,1,1992,29,18.4
11,1,1992,30.7,14.3
12,1,1992,28.2,16.9
13,1,1992,28.5,13.7
14,1,1992,24.6,14.3
15,1,1992,23.2,6.4
16,1,1992,26.8,9.6
17,1,1992,30.3,17.1
18,1,1992,31.4,14.2
19,1,1992,34.4,17.8
20,1,1992,30.7,18.8
21,1,1992,30.8,18
22,1,1992,32.1,21.3
23,1,1992,29.9,19.8
24,1,1992,28.9,16.2
25,1,1992,29.5,21
26,1,1992,30.2,21.6
27,1,1992,31.4,20.8
28,1,1992,32.8,18.8
29,1,1992,29.4,19.8
30,1,1992,26.8,20.9
31,1,1992,29.4,21.9
1,2,1992,30.3,21.8
2,2,1992,29.4,18.8
3,2,1992,29.9,19.4
4,2,1992,31.4,18.7
5,2,1992,31.4,16.4
6,2,1992,31.5,18.5
7,2,1992,33.9,20.9
8,2,1992,33.6,19.9
9,2,1992,29.2,19.8
10,2,1992,25.1,12.8
11,2,1992,28.6,14.6
12,2,1992,27.2,14.3
13,2,1992,25.8,19.8
14,2,1992,28.1,15.3
15,2,1992,30.9,17.6
16,2,1992,32.5,15.8
17,2,1992,35.1,19.7
18,2,1992,35.4,25.4
19,2,1992,36.5,26.9
20,2,1992,34.9,22.5
21,2,1992,23.5,14
22,2,1992,23.8,12.2
23,2,1992,27.3,10.3
24,2,1992,25.9,14.5
25,2,1992,25.8,12.8
26,2,1992,29,17.5
27,2,1992,24.6,15.1
28,2,1992,25.4,10.4
29,2,1992,27.7,13.4
1,3,1992,28.3,14.8
2,3,1992,28.9,18.3
3,3,1992,30.1,19.7
4,3,1992,28.7,20
5,3,1992,29.9,19.7
6,3,1992,29.3,18.9
7,3,1992,32.2,19.4
8,3,1992,34,21.6
9,3,1992,31.1,22.3
10,3,1992,31.6,22
11,3,1992,31.8,17
12,3,1992,29.8,14.4
13,3,1992,29.4,21.4
14,3,1992,26.7,20.4
15,3,1992,28.4,19.4
16,3,1992,28.8,15.1
17,3,1992,31.2,19.1
18,3,1992,29.7,21.3
19,3,1992,27.8,17
20,3,1992,24.7,18.2
21,3,1992,27.2,16.4
22,3,1992,21.2,9.8
23,3,1992,20,5.1
24,3,1992,24.6,9.2
25,3,1992,25.8,11.3
26,3,1992,27.6,16.3
27,3,1992,23.5,18.9
28,3,1992,23.4,18
29,3,1992,22.4,15.6
30,3,1992,25.2,8.2
31,3,1992,26.3,9.2
1,4,1992,25.7,13
2,4,1992,24.9,18.2
3,4,1992,28.3,14.5
4,4,1992,22.6,14.6
5,4,1992,23,9.8
6,4,1992,19.5,14.3
7,4,1992,21.8,5.9
8,4,1992,22.9,5.4
9,4,1992,21.8,8.5
10,4,1992,23.2,13
11,4,1992,21.8,14.6
12,4,1992,21.7,13
13,4,1992,22.8,6.2
14,4,1992,22.7,9.7
15,4,1992,22,9
16,4,1992,22.2,7.8
17,4,1992,23.2,8.5
18,4,1992,24.3,11.4
19,4,1992,19.4,13.7
20,4,1992,18.8,8.3
21,4,1992,21.2,7.8
22,4,1992,18.2,12.2
23,4,1992,19.9,2.5
24,4,1992,21.2,6.2
25,4,1992,18.7,6.4
26,4,1992,19.7,6.8
27,4,1992,22.8,8.3
28,4,1992,23.9,14.1
29,4,1992,19.8,10
30,4,1992,16.6,7.2
1,5,1992,19.4,7.3
2,5,1992,19.7,8.4
3,5,1992,21.2,9.3
4,5,1992,23,12.8
5,5,1992,25.2,15.4
6,5,1992,26.2,19.4
7,5,1992,23.7,15.8
8,5,1992,18.2,11.4
9,5,1992,19.2,12.2
10,5,1992,20.4,17.1
11,5,1992,19.7,12.8
12,5,1992,18.6,9.6
13,5,1992,16.2,6.6
14,5,1992,19.9,6.2
15,5,1992,19.8,9.7
16,5,1992,18.1,4.3
17,5,1992,19.5,6.4
18,5,1992,13.8,4.6
19,5,1992,14.5,0.4
20,5,1992,16.5,1.5
21,5,1992,16.9,11.5
22,5,1992,15.8,7.8
23,5,1992,14.8,0.1
24,5,1992,16.2,3.6
25,5,1992,20.2,10.4
26,5,1992,17,11.7
27,5,1992,12.7,7
28,5,1992,10.6,1.3
29,5,1992,14.2,-2.1
30,5,1992,16.8,3.3
31,5,1992,17.5,6.2
1,6,1992,20.5,7.2
2,6,1992,18.8,3.6
3,6,1992,12.5,5
4,6,1992,17.1,2
5,6,1992,16.3,11.4
6,6,1992,16.4,8.5
7,6,1992,14.5,11
8,6,1992,14.8,9.9
9,6,1992,11.5,5.1
10,6,1992,13,4.1
11,6,1992,13.1,0.7
12,6,1992,15.7,3.7
13,6,1992,16.5,11
14,6,1992,16.6,12.9
15,6,1992,18.7,13.8
16,6,1992,18.7,13.2
17,6,1992,22.7,15.3
18,6,1992,23.8,12.4
19,6,1992,23.3,12.6
20,6,1992,21.8,17
21,6,1992,19,10.2
22,6,1992,14.2,7
23,6,1992,14.8,10.5
24,6,1992,19.9,13.6
25,6,1992,26,18.3
26,6,1992,22,9
27,6,1992,10.7,-0.2
28,6,1992,11.2,-0.7
29,6,1992,13.4,-1.4
30,6,1992,12.6,-2.2
1,7,1992,13.2,0.8
2,7,1992,10.4,1.9
3,7,1992,12.1,-0.5
4,7,1992,12.3,3.6
5,7,1992,10.2,1.3
6,7,1992,9.7,-2.3
7,7,1992,11.7,-2.8
8,7,1992,13.6,5.5
9,7,1992,16.7,1.1
10,7,1992,21,8.2
11,7,1992,23.2,14.2
12,7,1992,20.7,15.4
13,7,1992,16.8,6.9
14,7,1992,9.1,4.7
15,7,1992,7.7,0.6
16,7,1992,8.2,-3
17,7,1992,8.2,-2.4
18,7,1992,7.9,2
19,7,1992,11.6,1.8
20,7,1992,14.7,4.2
21,7,1992,10.6,-0.5
22,7,1992,9.7,0.3
23,7,1992,7.8,1.8
24,7,1992,9.4,0
25,7,1992,13.7,2.4
26,7,1992,12.2,4.4
27,7,1992,15.8,0.4
28,7,1992,10.5,2
29,7,1992,14,3.2
30,7,1992,12,4.2
31,7,1992,9.1,-2.2
1,8,1992,11.7,-1.4
2,8,1992,12.8,-1.6
3,8,1992,11.8,0
4,8,1992,13.9,-3.3
5,8,1992,16.9,1.8
6,8,1992,21.2,5.4
7,8,1992,20.5,6.4
8,8,1992,12.1,-0.3
9,8,1992,12,0.2
10,8,1992,15.4,1.5
11,8,1992,15.2,1.7
12,8,1992,17.8,1.2
13,8,1992,19,5
14,8,1992,17.4,4.7
15,8,1992,18.1,6.3
16,8,1992,21.2,6.8
17,8,1992,20.8,3.4
18,8,1992,17.1,6.9
19,8,1992,20.5,9.8
20,8,1992,22.8,7.4
21,8,1992,21.6,11.4
22,8,1992,19.8,10
23,8,1992,19.7,4.7
24,8,1992,23.8,5.7
25,8,1992,23.9,9.3
26,8,1992,22.6,10.6
27,8,1992,24,9.6
28,8,1992,15.5,7.9
29,8,1992,18.1,12.3
30,8,1992,16.4,10.6
31,8,1992,14,8.6
1,9,1992,10.6,5.8
2,9,1992,12.1,7
3,9,1992,16.1,2.1
4,9,1992,19.6,3.6
5,9,1992,16.4,8.6
6,9,1992,15.2,2.5
7,9,1992,17.9,4.7
8,9,1992,19.4,6.8
9,9,1992,19.2,12.9
10,9,1992,21.7,14.8
11,9,1992,19.2,14
12,9,1992,15.8,12
13,9,1992,16.2,4
14,9,1992,21.8,7.4
15,9,1992,23.5,7.8
16,9,1992,20.5,11.1
17,9,1992,19.4,12.8
18,9,1992,16.4,7.8
19,9,1992,20.7,7
20,9,1992,25.8,12.8
21,9,1992,24.7,11
22,9,1992,16.7,5.1
23,9,1992,20,3.2
24,9,1992,19.3,7.3
25,9,1992,12.8,3.8
26,9,1992,14.8,1.6
27,9,1992,15.7,5.4
28,9,1992,22.9,4.6
29,9,1992,25.6,11.3
30,9,1992,26.2,11.5
1,10,1992,27.5,12.7
2,10,1992,22.2,11.5
3,10,1992,18.7,5
4,10,1992,23.9,13.9
5,10,1992,20.9,12.5
6,10,1992,15.6,3.4
7,10,1992,18.6,3.6
8,10,1992,21.4,8.1
9,10,1992,22.8,7.8
10,10,1992,22.7,11.4
11,10,1992,25.2,7.8
12,10,1992,23.2,9.3
13,10,1992,27.5,7.4
14,10,1992,31.3,17.8
15,10,1992,28.2,17.8
16,10,1992,20.7,14
17,10,1992,18.6,8
18,10,1992,19.6,6.2
19,10,1992,18.7,11.7
20,10,1992,19.5,5.4
21,10,1992,23.4,9.1
22,10,1992,25.3,13
23,10,1992,29,15.1
24,10,1992,30.3,15.5
25,10,1992,29.4,14.8
26,10,1992,27.5,13.2
27,10,1992,24.6,10.2
28,10,1992,18.4,8.8
29,10,1992,21.8,7.6
30,10,1992,20.9,4.4
31,10,1992,25.1,5.6
1,11,1992,28.2,15.3
2,11,1992,20.4,10
3,11,1992,17.8,4.2
4,11,1992,14.4,3.3
5,11,1992,20.8,3.4
6,11,1992,23.7,10.3
7,11,1992,24.9,13.4
8,11,1992,25.7,15.2
9,11,1992,28.2,13.8
10,11,1992,22.2,17.2
11,11,1992,23.1,16.9
12,11,1992,23.5,13.4
13,11,1992,23.6,10.3
14,11,1992,22.7,16.4
15,11,1992,26.1,12.3
16,11,1992,20.7,7.2
17,11,1992,20.2,6.4
18,11,1992,25.2,8.6
19,11,1992,27.9,15.7
20,11,1992,22.9,14.3
21,11,1992,18.5,12.1
22,11,1992,19.1,6
23,11,1992,19.4,5.7
24,11,1992,24.5,12
25,11,1992,24.7,11.9
26,11,1992,25,12.4
27,11,1992,26.4,15.9
28,11,1992,24.7,16.8
29,11,1992,20.4,16.5
30,11,1992,29.6,11.6
1,12,1992,24.6,8
2,12,1992,26.7,9.1
3,12,1992,28.3,14.2
4,12,1992,29.8,17.6
5,12,1992,25.7,16.2
6,12,1992,27.5,14.7
7,12,1992,27.2,13.2
8,12,1992,26.7,20.1
9,12,1992,27.5,18
10,12,1992,23.1,12.8
11,12,1992,24.5,10.8
12,12,1992,26.6,13.4
13,12,1992,28.8,16.2
14,12,1992,27.2,13.4
15,12,1992,28.3,14.1
16,12,1992,28.1,18.1
17,12,1992,27.7,16.1
18,12,1992,28.7,10.7
19,12,1992,30.8,15.4
20,12,1992,28,16.2
21,12,1992,30.4,14.8
22,12,1992,29.7,20.7
23,12,1992,27.8,20.2
24,12,1992,28.1,17
25,12,1992,26.7,13.8
26,12,1992,29.5,14.8
27,12,1992,28.2,18
28,12,1992,30.2,18.2
29,12,1992,31.8,19.5
30,12,1992,31.2,20.1
31,12,1992,25.8,19.8
1,1,1993,27.8,15.3
2,1,1993,27.9,16.9
3,1,1993,31.2,15.9
4,1,1993,32.3,19.2
5,1,1993,33.7,20.3
6,1,1993,33.8,22.1
7,1,1993,31.2,20.4
8,1,1993,31,18.4
9,1,1993,27.7,14.1
10,1,1993,33.2,18.6
11,1,1993,35.8,22.5
12,1,1993,36.1,21
13,1,1993,35,20.8
14,1,1993,36.9,24.7
15,1,1993,32.7,20.9
16,1,1993,26.9,16.8
17,1,1993,24.7,9.2
18,1,1993,24.8,14
19,1,1993,30.1,15.3
20,1,1993,29.3,14.4
21,1,1993,33.5,17.3
22,1,1993,36.2,22.6
23,1,1993,33.7,24.2
24,1,1993,27.9,20.8
25,1,1993,28.6,17.1
26,1,1993,30.8,12.3
27,1,1993,33.2,19.8
28,1,1993,33.8,22.5
29,1,1993,30.3,17.3
30,1,1993,30.7,19.2
31,1,1993,28.2,17.6
1,2,1993,28.6,14.4
2,2,1993,29.8,13.4
3,2,1993,30.9,14
4,2,1993,30.9,20
5,2,1993,31.7,19.2
6,2,1993,25.8,16.2
7,2,1993,16.6,13
8,2,1993,15.7,12.4
9,2,1993,15.7,11.8
10,2,1993,29.7,14.6
11,2,1993,31.4,16.8
12,2,1993,25.4,17.3
13,2,1993,28.4,17
14,2,1993,32.3,17.9
15,2,1993,33.2,19.6
16,2,1993,32.4,19.8
17,2,1993,30,17.3
18,2,1993,30,18.5
19,2,1993,30.7,17.3
20,2,1993,25.4,16.2
21,2,1993,23.7,8.8
22,2,1993,25.9,14
23,2,1993,27.1,16.3
24,2,1993,27.9,16.7
25,2,1993,28.2,16.7
26,2,1993,28.7,18.1
27,2,1993,30.8,18.5
28,2,1993,26.8,17.5
1,3,1993,24.8,12.5
2,3,1993,25.7,10.6
3,3,1993,25.6,10.8
4,3,1993,24,10.8
5,3,1993,24.7,11.1
6,3,1993,26.2,15.2
7,3,1993,30,15.4
8,3,1993,31.9,15.8
9,3,1993,31.8,15.4
10,3,1993,31.7,16.5
11,3,1993,31.8,20.2
12,3,1993,27.1,20.4
13,3,1993,30.7,16.5
14,3,1993,30.7,18.9
15,3,1993,25.2,19.4
16,3,1993,27.4,16.9
17,3,1993,28.9,18.8
18,3,1993,30.4,19.8
19,3,1993,26.2,16.8
20,3,1993,22.5,8.6
21,3,1993,24.7,11.7
22,3,1993,28.9,17
23,3,1993,30.4,15.7
24,3,1993,31.4,17
25,3,1993,32.2,17.2
26,3,1993,33,19.4
27,3,1993,31.7,19.3
28,3,1993,30.8,18.8
29,3,1993,23.7,15.6
30,3,1993,25.8,10.5
31,3,1993,29.4,15.2
1,4,1993,30.4,18.3
2,4,1993,30.7,16
3,4,1993,18.8,13.3
4,4,1993,20.7,15.4
5,4,1993,22.4,17.5
6,4,1993,22.6,13.4
7,4,1993,23.7,10.1
8,4,1993,19.3,6
9,4,1993,25.3,5.2
10,4,1993,27.6,12.7
11,4,1993,24.3,14.1
12,4,1993,26.7,12.8
13,4,1993,29,14.9
14,4,1993,28.2,16.2
15,4,1993,20.2,14.2
16,4,1993,19.8,13.2
17,4,1993,25.3,19.8
