dia,mes,anio,Tmax,Tmin
29,8,1961,18.8,10.6
30,8,1961,15.9,6.8
31,8,1961,17,1.7
1,9,1961,20.7,9.8
2,9,1961,20.6,12.2
3,9,1961,19.4,7.7
4,9,1961,17.2,0.8
5,9,1961,18.4,0.7
6,9,1961,19,6.3
7,9,1961,14.6,5.1
8,9,1961,16.5,0.6
9,9,1961,19,4.3
10,9,1961,18.4,6.1
11,9,1961,13.2,8.1
12,9,1961,18.3,-0.6
13,9,1961,23.5,10.3
14,9,1961,19.4,9.2
15,9,1961,12.8,1
16,9,1961,15.2,7.5
17,9,1961,19.6,4.1
18,9,1961,21.2,1.6
19,9,1961,23.6,9
20,9,1961,25.6,9.3
21,9,1961,17.4,8
22,9,1961,16.2,1.7
23,9,1961,16,8.5
24,9,1961,22,5.2
25,9,1961,26.3,9.8
26,9,1961,22.8,6.2
27,9,1961,18.2,10.4
28,9,1961,15.2,3.2
29,9,1961,18.3,1.7
30,9,1961,21.7,10
1,10,1961,25.7,7.1
2,10,1961,19.2,9.4
3,10,1961,14.5,5.4
4,10,1961,19.2,13.1
5,10,1961,17.3,14.4
6,10,1961,19.9,9.9
7,10,1961,20.4,10.8
8,10,1961,21.5,14.1
9,10,1961,21.9,15.4
10,10,1961,21.4,14.8
11,10,1961,23.6,15.9
12,10,1961,24.4,14.8
13,10,1961,22.6,9.9
14,10,1961,22.3,12.1
15,10,1961,17.7,11
16,10,1961,17.8,14.5
17,10,1961,19.4,13.4
18,10,1961,22.4,11
19,10,1961,19,6.9
20,10,1961,18.7,10.1
21,10,1961,19,8.8
22,10,1961,19.8,7.1
23,10,1961,22.6,7.4
24,10,1961,27.4,11.2
25,10,1961,25.2,10
26,10,1961,28.4,14.4
27,10,1961,31.3,12
28,10,1961,30.8,16.2
29,10,1961,27,19
30,10,1961,26.4,18.4
31,10,1961,27.7,18.7
1,11,1961,28,17.6
2,11,1961,28.7,17.5
3,11,1961,30.8,17.3
4,11,1961,23,9.4
5,11,1961,18.6,3.4
6,11,1961,24.6,8.8
7,11,1961,28.2,11.1
8,11,1961,22.2,9.4
9,11,1961,18.9,14.3
10,11,1961,20.6,9.1
11,11,1961,23.2,5.1
12,11,1961,27.5,12.6
13,11,1961,26.2,14.6
14,11,1961,26.8,12
15,11,1961,26.4,13.9
16,11,1961,29.4,14.3
17,11,1961,31.6,18
18,11,1961,23.7,15
19,11,1961,24,16.5
20,11,1961,24,10.9
21,11,1961,26.4,14.8
22,11,1961,28.6,12.6
23,11,1961,29.6,14.9
24,11,1961,28.7,14.9
25,11,1961,30.2,18
26,11,1961,32.8,17.5
27,11,1961,32.3,17.8
28,11,1961,29.3,16.9
29,11,1961,28.2,16.6
30,11,1961,24.1,16.6
1,12,1961,,17.4
2,12,1961,,15.9
3,12,1961,,9.3
4,12,1961,,14.6
5,12,1961,,16.8
6,12,1961,,20.9
7,12,1961,,20.9
8,12,1961,,14
9,12,1961,,11.1
10,12,1961,,11.5
11,12,1961,,15.3
12,12,1961,,10.3
13,12,1961,,14
14,12,1961,,15.5
15,12,1961,25.4,18.8
16,12,1961,22.8,17.9
17,12,1961,31.2,13.9
18,12,1961,29.7,20.4
19,12,1961,24.4,17.3
20,12,1961,23.9,12.2
21,12,1961,25,11.9
22,12,1961,29.7,15.2
23,12,1961,24.6,13.4
24,12,1961,29.5,12.2
25,12,1961,25.6,10.9
26,12,1961,29.4,14
27,12,1961,30.8,20
28,12,1961,27.1,15.3
29,12,1961,24.1,9.5
30,12,1961,26.6,12.2
31,12,1961,25.9,15.7
1,1,1962,28,17.9
2,1,1962,25.4,12.4
3,1,1962,27.2,7.8
4,1,1962,34.1,17.9
5,1,1962,29.1,14.7
6,1,1962,31.6,18.4
7,1,1962,30.3,12.2
8,1,1962,34,18.3
9,1,1962,29.9,19.4
10,1,1962,30.3,14.1
11,1,1962,24.6,20.2
12,1,1962,29.5,17.2
13,1,1962,22.3,18.2
14,1,1962,22.5,11.5
15,1,1962,26.3,8.4
16,1,1962,28.8,15.2
17,1,1962,30.6,17.6
18,1,1962,31.4,15.5
19,1,1962,28.8,12.7
20,1,1962,29.2,12.8
21,1,1962,32.6,18.2
22,1,1962,33.6,19.9
23,1,1962,29.3,17.8
24,1,1962,24.2,14.5
25,1,1962,28.2,9.3
26,1,1962,27.3,14.2
27,1,1962,30.6,18.2
28,1,1962,31.3,18.9
29,1,1962,31,17.8
30,1,1962,30.4,18.1
31,1,1962,29.2,19
1,2,1962,29.6,18.1
2,2,1962,31.1,18.2
3,2,1962,32,17.2
4,2,1962,28.9,17
5,2,1962,28.3,14.6
6,2,1962,26.6,13.3
7,2,1962,25.4,13
8,2,1962,27.6,11.6
9,2,1962,27.8,13.2
10,2,1962,29.8,18.9
11,2,1962,32,20.4
12,2,1962,35.5,17.8
13,2,1962,32.8,19.2
14,2,1962,30.5,15.4
15,2,1962,32.4,17.2
16,2,1962,36.2,18.8
17,2,1962,27.4,17.3
18,2,1962,22,8.6
19,2,1962,27.6,11.8
20,2,1962,30.6,15.9
21,2,1962,31.6,18.2
22,2,1962,25.3,12
23,2,1962,24.1,13.6
24,2,1962,,
25,2,1962,,6.3
26,2,1962,26.8,10.2
27,2,1962,26.8,10.3
28,2,1962,,
1,3,1962,29,15.5
2,3,1962,29.4,16.1
3,3,1962,28.7,16.2
4,3,1962,31.2,19.1
5,3,1962,31.6,16.3
6,3,1962,36,17.7
7,3,1962,29,16
8,3,1962,33.1,16.3
9,3,1962,27.2,19.4
10,3,1962,26.4,12.4
11,3,1962,29.8,14.3
12,3,1962,25,12.6
13,3,1962,27.9,12.9
14,3,1962,25.7,12.7
15,3,1962,25.8,14.2
16,3,1962,27.1,14.4
17,3,1962,29,15.2
18,3,1962,30.2,20.2
19,3,1962,34.3,16.2
20,3,1962,35,17.9
21,3,1962,32.5,13.3
22,3,1962,25.6,9.9
23,3,1962,31.6,15.9
24,3,1962,31.4,19.4
25,3,1962,26.6,19.4
26,3,1962,28.2,18.2
27,3,1962,26.3,18.2
28,3,1962,27.4,18.9
29,3,1962,31.6,15.3
30,3,1962,30.5,14.1
31,3,1962,25.3,19.7
1,4,1962,23.6,15.4
2,4,1962,19.2,8.5
3,4,1962,20,4.3
4,4,1962,19.5,12.2
5,4,1962,21.8,14.8
6,4,1962,24.5,13.2
7,4,1962,21.7,14.8
8,4,1962,18.4,11
9,4,1962,21.9,8.4
10,4,1962,25.5,12.8
11,4,1962,24.2,10
12,4,1962,25.7,13.1
13,4,1962,20.7,11.7
14,4,1962,18.2,12.3
15,4,1962,20.2,9.4
16,4,1962,20.2,6.4
17,4,1962,21.1,8.5
18,4,1962,22.7,10.5
19,4,1962,26.6,14.5
20,4,1962,25,12
21,4,1962,,14.8
22,4,1962,,8.5
23,4,1962,17.2,4.3
24,4,1962,,4.9
25,4,1962,,8.4
26,4,1962,,1.5
27,4,1962,,0.3
28,4,1962,,4.6
29,4,1962,,4.5
30,4,1962,,6
1,5,1962,,8.2
2,5,1962,,8.2
3,5,1962,,2.3
4,5,1962,,1.9
5,5,1962,,4.1
6,5,1962,,0.9
7,5,1962,,-0.3
8,5,1962,,3.7
9,5,1962,,7.5
10,5,1962,,5.7
11,5,1962,23,5.5
12,5,1962,25.9,12.6
13,5,1962,24.3,8.1
14,5,1962,25,13.5
15,5,1962,21.3,10.2
16,5,1962,16.5,7.3
17,5,1962,14.7,2.5
18,5,1962,17.8,0
19,5,1962,18.4,4.5
20,5,1962,19.2,9.6
21,5,1962,16,4
22,5,1962,16,7.2
23,5,1962,19.5,2.7
24,5,1962,20,8.2
25,5,1962,14.1,2.9
26,5,1962,14,7
27,5,1962,14.7,6.1
28,5,1962,9.9,0.5
29,5,1962,10.2,-3.8
30,5,1962,10.7,-1.5
31,5,1962,12.8,-0.3
1,6,1962,10.3,5.2
2,6,1962,14.3,-1.1
3,6,1962,17.6,0
4,6,1962,19.5,1.7
5,6,1962,18.4,5.9
6,6,1962,19,5.8
7,6,1962,14.1,-0.1
8,6,1962,16.2,0.6
9,6,1962,15.6,3.1
10,6,1962,12.6,-3.2
11,6,1962,13.4,-1.2
12,6,1962,14.3,-1.2
13,6,1962,14.3,0
14,6,1962,16.5,0.9
15,6,1962,18,2.6
16,6,1962,18.7,4.4
17,6,1962,20.9,8.1
18,6,1962,23.5,11.7
19,6,1962,19.8,9.7
20,6,1962,14.8,8.7
21,6,1962,12.9,-0.2
22,6,1962,11.5,-3.3
23,6,1962,13.2,-1.9
24,6,1962,12.6,5.8
25,6,1962,17,4.6
26,6,1962,18.8,7.6
27,6,1962,17.7,8.5
28,6,1962,15.2,11.4
29,6,1962,13.4,11.3
30,6,1962,13.9,6.8
1,7,1962,11.6,0.1
2,7,1962,11.2,2.1
3,7,1962,10,7.2
4,7,1962,11.3,8.4
5,7,1962,10.7,8.1
6,7,1962,9.9,-0.8
7,7,1962,12.5,-1.1
8,7,1962,13.4,0.8
9,7,1962,15.1,1.8
10,7,1962,14.8,1
11,7,1962,16.8,7.9
12,7,1962,15.3,1.4
13,7,1962,13,-0.5
14,7,1962,9.6,6.1
15,7,1962,7,3.3
16,7,1962,9.5,3.8
17,7,1962,13.6,0.8
18,7,1962,11.8,1.2
19,7,1962,10.1,-4.8
20,7,1962,13.7,0.5
21,7,1962,13.9,1.4
22,7,1962,12.7,0.9
23,7,1962,10,-2.6
24,7,1962,8.8,-4.5
25,7,1962,11.6,-4.3
26,7,1962,12.7,0.6
27,7,1962,14.7,3.3
28,7,1962,14.6,4.2
29,7,1962,15.1,6.7
30,7,1962,11.6,4.5
31,7,1962,12.2,8
1,8,1962,16.4,8.8
2,8,1962,18.9,5.4
3,8,1962,21,10.2
4,8,1962,24.6,12.6
5,8,1962,28,9.2
6,8,1962,25.4,15.4
7,8,1962,26.1,15.2
8,8,1962,15.4,9.5
9,8,1962,12.7,9.2
10,8,1962,13.6,9.4
11,8,1962,13.3,8.8
12,8,1962,11.5,6.3
13,8,1962,14.4,-0.5
14,8,1962,15.5,5.6
15,8,1962,20.2,7.8
16,8,1962,20.4,1.6
17,8,1962,21.4,11.7
18,8,1962,14.6,3.4
19,8,1962,12.8,-2.7
20,8,1962,12,-4
21,8,1962,11.4,-1.1
22,8,1962,10.6,-0.8
23,8,1962,12.2,-0.3
24,8,1962,14.7,1.1
25,8,1962,17.4,4.3
26,8,1962,20.1,3.4
27,8,1962,14.4,1.3
28,8,1962,13,0.9
29,8,1962,12.8,4.4
30,8,1962,19.1,3.3
31,8,1962,22.5,7.7
1,9,1962,27.3,8.6
2,9,1962,24,11.3
3,9,1962,26.2,8
4,9,1962,23.2,11.6
5,9,1962,14.4,6.6
6,9,1962,18.2,8.9
7,9,1962,20.1,7.6
8,9,1962,14.9,3.3
9,9,1962,19.6,3.2
10,9,1962,15.4,6.5
11,9,1962,12.6,0.4
12,9,1962,13.6,4.5
13,9,1962,17.4,5.7
14,9,1962,17.2,9.9
15,9,1962,13.7,11.8
16,9,1962,13.2,8.3
17,9,1962,14.8,8.6
18,9,1962,19.8,2.3
19,9,1962,20.8,3.7
20,9,1962,20.2,4.1
21,9,1962,19.1,6.6
22,9,1962,18.8,6.5
23,9,1962,19.2,6.8
24,9,1962,19.4,10.4
25,9,1962,23,13.3
26,9,1962,24.2,13.2
27,9,1962,18.7,10
28,9,1962,16.1,3.2
29,9,1962,19,0.8
30,9,1962,20.5,3.2
1,10,1962,22,6.2
2,10,1962,23.8,8.2
3,10,1962,22.4,11.4
4,10,1962,21.8,9.4
5,10,1962,22.6,9.3
6,10,1962,22.8,12.4
7,10,1962,14.6,8
8,10,1962,19.4,2
9,10,1962,18.2,5.2
10,10,1962,12,3.4
11,10,1962,13.6,5.6
12,10,1962,16.6,1.7
13,10,1962,18.3,7.4
14,10,1962,19.3,6.7
15,10,1962,21.8,9.4
16,10,1962,19.6,13
17,10,1962,20.6,1.7
18,10,1962,19.6,3.7
19,10,1962,19.2,8.7
20,10,1962,20,0.9
21,10,1962,24.6,9.1
22,10,1962,25.8,8.4
23,10,1962,28.3,11.8
24,10,1962,27,15.3
25,10,1962,29.3,15
26,10,1962,21.4,11.1
27,10,1962,21.2,5.6
28,10,1962,24.4,9.1
29,10,1962,25.2,6.6
30,10,1962,25.4,10
31,10,1962,30.6,14.4
1,11,1962,30,15.3
2,11,1962,29.7,15.6
3,11,1962,29.2,15.1
4,11,1962,26.1,17.4
5,11,1962,27.2,13.8
6,11,1962,25.8,8.6
7,11,1962,26.6,10.6
8,11,1962,25.9,12.5
9,11,1962,24.5,12.6
10,11,1962,27,11.4
11,11,1962,28,14.9
12,11,1962,32.8,19.6
13,11,1962,31.6,18
14,11,1962,24.8,18.6
15,11,1962,24.2,13.3
16,11,1962,21.6,11
17,11,1962,24.3,10.6
18,11,1962,19.6,
19,11,1962,25.5,14.3
20,11,1962,27.3,12.4
21,11,1962,21.6,4.5
22,11,1962,27.2,11
23,11,1962,31.6,14.8
24,11,1962,33.1,18.9
25,11,1962,30.9,11.2
26,11,1962,26.8,19
27,11,1962,27.3,15.6
28,11,1962,22,18.3
29,11,1962,25.4,15.9
30,11,1962,23.8,10
1,12,1962,29.2,14.9
2,12,1962,26.5,16.9
3,12,1962,21.8,12.4
4,12,1962,22.2,9.6
5,12,1962,23.1,9.8
6,12,1962,25.6,14.9
7,12,1962,30.1,18.5
8,12,1962,25.5,17.8
9,12,1962,28.5,14.2
10,12,1962,28,16.4
11,12,1962,33.5,15.1
12,12,1962,29,16
13,12,1962,24.5,12.9
14,12,1962,26.2,11.2
15,12,1962,24.2,17.7
16,12,1962,26,17.9
17,12,1962,27.5,15
18,12,1962,31.8,16.9
19,12,1962,32.3,19.6
20,12,1962,31.9,19
21,12,1962,32.5,17.4
22,12,1962,28.8,12.4
23,12,1962,36.4,19.3
24,12,1962,25.8,9.9
25,12,1962,33.5,15.9
26,12,1962,27.2,14.7
27,12,1962,27,7.1
28,12,1962,35.6,19
29,12,1962,38.8,17.8
30,12,1962,24.2,14.5
31,12,1962,28.8,15.9
1,1,1963,36.2,19.4
2,1,1963,29.8,17.6
3,1,1963,26.3,15
4,1,1963,27.4,17.5
5,1,1963,30.4,19.8
6,1,1963,31.4,19.5
7,1,1963,31.6,19
8,1,1963,27.9,18.4
9,1,1963,21.8,16.4
10,1,1963,24.2,12
11,1,1963,23.5,12.9
12,1,1963,25.4,16.1
13,1,1963,27,17.2
14,1,1963,27.4,16.6
15,1,1963,28.6,18.6
16,1,1963,28.7,19.8
17,1,1963,26.6,13.6
18,1,1963,26.6,14.2
19,1,1963,30.3,15.9
20,1,1963,35,20.4
21,1,1963,33.2,18.6
22,1,1963,28.4,16.4
23,1,1963,28.7,12.3
24,1,1963,34.4,17.7
25,1,1963,34.4,21.9
26,1,1963,33.4,18.9
27,1,1963,33.6,18.7
28,1,1963,26.3,15.1
29,1,1963,29.4,16.9
30,1,1963,34,17.4
31,1,1963,35.8,19.1
1,2,1963,34,20
2,2,1963,32.8,23.6
3,2,1963,33.9,20
4,2,1963,31.5,18.5
5,2,1963,28.4,13.8
6,2,1963,29,12.5
7,2,1963,31.4,16
8,2,1963,30.4,19.4
9,2,1963,30.7,22.5
10,2,1963,24.8,20.5
11,2,1963,29.2,19.7
12,2,1963,30,19
13,2,1963,33.8,18.6
14,2,1963,31.5,18.8
15,2,1963,32,20.4
16,2,1963,31.6,20.5
17,2,1963,26.5,22.2
18,2,1963,29.3,22
19,2,1963,28.3,14.4
20,2,1963,28,17.2
21,2,1963,25.8,11.4
22,2,1963,27.8,14.5
23,2,1963,28.2,15.9
24,2,1963,25.4,17.5
25,2,1963,27.5,14.7
26,2,1963,27.7,18
27,2,1963,28.2,17.5
28,2,1963,29.8,19.2
1,3,1963,26.7,16.7
2,3,1963,28.3,13.4
3,3,1963,29.4,19.9
4,3,1963,31.7,19
5,3,1963,34,20.1
6,3,1963,28.7,19.9
7,3,1963,26.5,14.8
8,3,1963,25.3,12.3
9,3,1963,21.6,8.9
10,3,1963,27.1,11.9
11,3,1963,30,20.2
12,3,1963,25.6,15.3
13,3,1963,29.4,13.5
14,3,1963,25,16.1
15,3,1963,20.6,18
16,3,1963,24.2,17.9
17,3,1963,27.5,14.2
18,3,1963,26.4,16.2
19,3,1963,23.6,12.9
20,3,1963,24,11.3
21,3,1963,23.7,11.9
22,3,1963,22.8,11.8
23,3,1963,27.1,15.6
24,3,1963,22.9,14.8
25,3,1963,23,7.4
26,3,1963,19.6,12.8
27,3,1963,16.7,8.3
28,3,1963,21.2,4.7
29,3,1963,21.2,7.6
30,3,1963,24.7,9.8
31,3,1963,28.2,15.4
1,4,1963,28,19
2,4,1963,27,12.3
3,4,1963,27.8,14.6
4,4,1963,28.4,18.9
5,4,1963,27.5,17.4
6,4,1963,28.4,16.8
7,4,1963,21.9,17.1
8,4,1963,21.2,13.8
9,4,1963,21.4,6.9
10,4,1963,21.5,7.5
11,4,1963,19.3,10.1
12,4,1963,21.8,8.3
13,4,1963,25.1,10.8
14,4,1963,25.1,13.3
15,4,1963,20,12.4
16,4,1963,20.4,5.3
17,4,1963,19.2,8.7
18,4,1963,17.6,7.6
19,4,1963,20.7,5.9
20,4,1963,25,10.8
21,4,1963,27.1,15.3
22,4,1963,28,17.8
23,4,1963,28.5,18.6
24,4,1963,26.3,15.9
25,4,1963,30.4,19.7
26,4,1963,26.5,20.8
27,4,1963,22.2,13
28,4,1963,17.8,13.4
29,4,1963,19.4,13.8
30,4,1963,19.3,15.6
1,5,1963,24,16.4
2,5,1963,17,12.2
3,5,1963,16.2,8
4,5,1963,15,0.9
5,5,1963,19.1,7.6
6,5,1963,17.6,6.9
7,5,1963,20.7,8
8,5,1963,22.2,11.1
9,5,1963,18,2.5
10,5,1963,20.5,6.8
11,5,1963,15.6,5.9
12,5,1963,14.5,-0.4
13,5,1963,17,9.4
14,5,1963,17.1,6.9
15,5,1963,13.9,0.9
16,5,1963,16.5,-0.8
17,5,1963,16.8,-1.4
18,5,1963,18.2,3.5
19,5,1963,18.2,11.9
20,5,1963,18.4,8.5
21,5,1963,24.9,14
22,5,1963,24.3,13.6
23,5,1963,13.8,4.3
24,5,1963,16,-0.4
25,5,1963,19.6,3.6
26,5,1963,22.5,10.9
27,5,1963,25.2,14.8
28,5,1963,23.7,14.8
29,5,1963,18.3,8.5
30,5,1963,19,9.6
31,5,1963,18.5,12.8
1,6,1963,,472.6
2,6,1963,20.6,7.2
3,6,1963,22.7,9.8
4,6,1963,22.4,14.9
5,6,1963,17.1,6.2
6,6,1963,16.2,2.3
7,6,1963,19.3,11.6
8,6,1963,17.8,9.8
9,6,1963,16.3,6.4
10,6,1963,14.9,11.8
11,6,1963,13.5,3
12,6,1963,11.6,0.3
13,6,1963,12.8,-0.2
14,6,1963,13.3,3.4
15,6,1963,12.4,8.9
16,6,1963,9.4,6.8
17,6,1963,12.1,5.6
18,6,1963,11.5,0.7
19,6,1963,13.8,1.8
20,6,1963,11.9,1.3
21,6,1963,6.5,-2.4
22,6,1963,10,0.8
23,6,1963,15.6,-1.2
24,6,1963,17.3,6.6
25,6,1963,26.7,14
26,6,1963,19.2,11.5
27,6,1963,21.5,15.2
28,6,1963,19.4,10.2
29,6,1963,15.8,9.9
30,6,1963,13.4,5.3
1,7,1963,11.4,5.1
2,7,1963,,506.3
3,7,1963,13.4,7.2
4,7,1963,16.5,7.9
5,7,1963,15.5,8.8
6,7,1963,19.8,13.5
7,7,1963,16,8
8,7,1963,14.5,3.1
9,7,1963,18.7,11.4
10,7,1963,16.5,13.5
11,7,1963,16.5,14
12,7,1963,14.5,11.6
13,7,1963,14.5,12
14,7,1963,14.6,12.3
15,7,1963,13.9,3.6
16,7,1963,12.5,0.3
17,7,1963,15.6,5.4
18,7,1963,15.7,-0.2
19,7,1963,16.8,9.4
20,7,1963,17,4.4
21,7,1963,10,2.7
22,7,1963,12,-1.4
23,7,1963,17.5,4.7
24,7,1963,17.7,8
25,7,1963,18.8,6.5
26,7,1963,19.1,2.6
27,7,1963,24.7,8.2
28,7,1963,21.9,15.9
29,7,1963,20,4.4
30,7,1963,23.3,12.2
31,7,1963,15.8,7.4
1,8,1963,13.4,0.6
2,8,1963,14.3,2.4
3,8,1963,13.3,7.3
4,8,1963,9.4,1.9
5,8,1963,8.6,-0.8
6,8,1963,13,0
7,8,1963,13.4,3.4
8,8,1963,14,-1.7
9,8,1963,15.4,-1.9
10,8,1963,14,0
11,8,1963,11.1,8.3
12,8,1963,14.2,3.3
13,8,1963,17,5.2
14,8,1963,17.4,5.6
15,8,1963,10.8,6.3
16,8,1963,9.6,0.5
17,8,1963,11.8,-0.3
18,8,1963,15.6,3.3
19,8,1963,15.3,7.3
20,8,1963,15.5,9.2
21,8,1963,16.2,6.6
22,8,1963,16.8,9.2
23,8,1963,21.4,10
24,8,1963,17.4,7.9
25,8,1963,18.7,4.4
26,8,1963,19.4,7.5
27,8,1963,18.3,13.3
28,8,1963,17.1,15.1
29,8,1963,21.4,12.9
30,8,1963,18.8,12.4
31,8,1963,15.8,12.9
1,9,1963,19.2,10.6
2,9,1963,23.6,9.9
3,9,1963,18.8,14.7
4,9,1963,16,10.8
5,9,1963,14.8,11.7
6,9,1963,12.7,9.7
7,9,1963,13,10.3
8,9,1963,13.1,10.4
9,9,1963,13.6,10.9
10,9,1963,12.2,4.9
11,9,1963,11,4.6
12,9,1963,10.7,5.9
13,9,1963,15.7,1.6
14,9,1963,19.8,5.2
15,9,1963,21.8,7.3
16,9,1963,20.3,12.2
17,9,1963,19.5,5.5
18,9,1963,22,11.2
19,9,1963,21.4,14
20,9,1963,20.6,12.4
21,9,1963,17.2,6.2
22,9,1963,16.5,4.9
23,9,1963,15.3,11.6
24,9,1963,16.9,13.4
25,9,1963,14.3,10.3
26,9,1963,14.2,7.7
27,9,1963,14.8,6.1
28,9,1963,12.2,8.5
29,9,1963,14,3.6
30,9,1963,18,3.3
1,10,1963,18.5,4.3
2,10,1963,19.4,2.7
3,10,1963,20.2,6.8
4,10,1963,19.5,5.8
5,10,1963,20.8,8
6,10,1963,20.5,7.4
7,10,1963,23.3,6.8
8,10,1963,24,15.3
9,10,1963,21.5,8.8
10,10,1963,16.8,10.5
11,10,1963,16,13.2
12,10,1963,16.9,12.3
13,10,1963,14,12.4
14,10,1963,15.6,11.6
15,10,1963,15.8,10.1
16,10,1963,14.4,4.2
17,10,1963,15.4,5.6
18,10,1963,21.4,7.5
19,10,1963,19,8.9
20,10,1963,24.5,11.8
21,10,1963,20.7,11.2
22,10,1963,14.5,5.6
23,10,1963,12.5,5.4
24,10,1963,20,7.5
25,10,1963,17.2,14
26,10,1963,19.4,11.2
27,10,1963,17.4,13.1
28,10,1963,26,11
29,10,1963,27.3,12.3
30,10,1963,23.1,17.1
31,10,1963,20.3,14.3
1,11,1963,18.5,12
2,11,1963,20,7.3
3,11,1963,25,11.9
4,11,1963,20.3,17.6
5,11,1963,22.5,12.3
6,11,1963,23.5,12.2
7,11,1963,16,13
8,11,1963,14.3,11.1
9,11,1963,14.8,12
10,11,1963,20.4,9.5
11,11,1963,25.2,13.4
12,11,1963,22.3,11.9
13,11,1963,21.8,8.6
14,11,1963,17,4.8
15,11,1963,19.2,9.4
16,11,1963,15.8,9.5
17,11,1963,17.3,10.6
18,11,1963,21.3,5.7
19,11,1963,19.6,13
20,11,1963,21.8,3.4
21,11,1963,25.3,9.7
22,11,1963,26.2,11.7
23,11,1963,28.6,12.3
24,11,1963,33.4,15.3
25,11,1963,23.3,13.8
26,11,1963,25.4,18.1
27,11,1963,27,17
28,11,1963,26.2,15.3
29,11,1963,26.2,18
30,11,1963,22.1,15.8
1,12,1963,23.3,10.4
2,12,1963,18,13.6
3,12,1963,20.9,15.6
4,12,1963,22.9,10.9
5,12,1963,29,15.1
6,12,1963,30,17.8
7,12,1963,32,16.9
8,12,1963,21,13.1
9,12,1963,22.1,14.2
10,12,1963,20.6,18
11,12,1963,22,16
12,12,1963,23.8,13.8
13,12,1963,25.5,14.6
14,12,1963,26.8,16.3
15,12,1963,27.4,15.3
16,12,1963,26,20.2
17,12,1963,24.5,15.8
18,12,1963,21.6,9.7
19,12,1963,21.8,8.3
20,12,1963,23.7,11
21,12,1963,25.6,13.6
22,12,1963,27,16.8
23,12,1963,30.9,18.4
24,12,1963,30.5,19.4
25,12,1963,31.3,19.1
26,12,1963,31.7,21.5
27,12,1963,28.7,18.4
28,12,1963,29.6,18.8
29,12,1963,31.7,19
30,12,1963,30.6,21.3
31,12,1963,24.8,14.2
1,1,1964,30.2,9.6
2,1,1964,33.6,19.5
3,1,1964,34.1,18.4
4,1,1964,34,21.1
5,1,1964,35.2,21.3
6,1,1964,31,
7,1,1964,27.1,17.3
8,1,1964,29.9,13.6
9,1,1964,25.6,14.8
10,1,1964,22.2,15.2
11,1,1964,32.4,17.9
12,1,1964,29.3,15.9
13,1,1964,31.4,12
14,1,1964,32.6,17.3
15,1,1964,28.3,18.4
16,1,1964,26,12.1
17,1,1964,26,9.9
18,1,1964,28.9,12.3
19,1,1964,30,18.3
20,1,1964,25.1,15.5
21,1,1964,31.3,10.4
22,1,1964,34.4,19.2
23,1,1964,35,17.8
24,1,1964,35.3,17.5
25,1,1964,37.6,19.3
26,1,1964,28,15.9
27,1,1964,24,10.3
28,1,1964,28.3,12.1
29,1,1964,31.8,16.5
30,1,1964,31.7,16.9
31,1,1964,36.3,19.4
1,2,1964,30.3,19.9
2,2,1964,27.9,15.3
3,2,1964,29.4,14.9
4,2,1964,29.8,18.9
5,2,1964,28.3,22.1
6,2,1964,30.2,20.4
7,2,1964,27.8,19.6
8,2,1964,27.4,19.1
9,2,1964,28.5,14.2
10,2,1964,28.1,17.2
11,2,1964,29.4,13.5
12,2,1964,30.5,17.6
13,2,1964,31.4,19.4
14,2,1964,33,20.8
15,2,1964,23.6,9.4
16,2,1964,25.2,12.9
17,2,1964,20.4,12
18,2,1964,22.3,6.1
19,2,1964,25.3,9.9
20,2,1964,25.6,11.9
21,2,1964,27.1,15
22,2,1964,28.4,16.3
23,2,1964,28.4,14.5
24,2,1964,29.6,17.1
25,2,1964,31.3,20
26,2,1964,33.2,18.4
27,2,1964,27.8,20.8
28,2,1964,26,18.4
29,2,1964,26.5,20.7
1,3,1964,26,13.4
2,3,1964,29.3,19.1
3,3,1964,24.2,18.8
4,3,1964,25.4,16.3
5,3,1964,21.3,10.3
6,3,1964,21,9.6
7,3,1964,23.9,10.9
8,3,1964,24.6,17.7
9,3,1964,25.9,20.6
10,3,1964,29,17.3
11,3,1964,22,18.6
12,3,1964,25,17.3
13,3,1964,26.1,18
14,3,1964,28,13.6
15,3,1964,24.2,12
16,3,1964,21.5,9
17,3,1964,22.2,10.3
18,3,1964,25,12.4
19,3,1964,30.4,15.3
20,3,1964,30.2,21.3
21,3,1964,25.4,17.4
22,3,1964,25.8,14.7
23,3,1964,24.9,17.6
24,3,1964,25,11.4
25,3,1964,26.8,14.4
26,3,1964,27.4,10.5
27,3,1964,23.9,11.6
28,3,1964,17.4,5.8
29,3,1964,16.2,3.3
30,3,1964,17.6,1.9
31,3,1964,18.4,4.8
1,4,1964,19.8,6.1
2,4,1964,22.3,8.9
3,4,1964,24.2,9.1
4,4,1964,23,14.8
5,4,1964,22.5,17.7
6,4,1964,24.4,14.8
7,4,1964,24.6,8.5
8,4,1964,27.8,13.2
9,4,1964,22.4,16.4
10,4,1964,22,18.8
11,4,1964,23.8,18.6
12,4,1964,22.9,14.6
13,4,1964,23.3,8.7
14,4,1964,23.4,12.4
15,4,1964,22.8,12.3
16,4,1964,24.4,9.4
17,4,1964,20,4.6
18,4,1964,20.5,11.9
19,4,1964,24.2,12.7
20,4,1964,24.4,10.5
21,4,1964,22.4,10.2
22,4,1964,25,15.3
23,4,1964,18,12.6
